-8.958815135295736809e+01,-1.357023181229718922e+01,-1.071079522599382772e+00,-1.826356436924275073e+00,-7.790328336141179033e-01,1.265975301110252027e-01,2.144097128181474410e-01,-4.426517183603022598e-01,-1.157212336044975559e-01,-1.279899743722244521e-01,9.529327275001928110e-02,-1.823930955606511972e-02,1.848291680490390942e-01,2.822837400642519867e+00,1.710617725057801408e-01,3.960764104713276890e-01,2.913772992540295537e-01,3.417166526532028348e-01,2.347640201353596578e-01,2.103630495954083579e-01,4.279987004031018394e-01,2.923131783223695268e-01,1.124984717146229329e-01,1.189902323201865036e-01,7.011377871877205042e-03,1.340400960930363816e-01
-8.394247655167232836e+01,-1.322810826728562894e+01,-2.789267016567274493e-01,-1.243601838416215966e+00,-9.559952830771219212e-02,5.961255703817445184e-01,6.351358120089641845e-01,4.133456824459014745e-01,4.689051230402414561e-01,9.700696905702142769e-02,3.332737373903922884e-01,-4.216553812310709637e-03,4.529093602351118575e-01,3.998499671554625934e+00,3.539680497520016900e-01,6.935471385402823818e-01,4.538775291019841451e-01,2.337159933323409433e-01,4.004913945609643589e-02,-1.277438107003524281e-01,3.787861886270821321e-01,2.002658697135440979e-01,1.067489889409647258e-01,2.390418549508454005e-01,1.610142212738543965e-02,9.983877752021438901e-02
-8.159115200984811622e+01,-1.286229571279318584e+01,3.160147544811819920e-01,-9.186013787203067826e-01,-3.116008469494360167e-01,2.066958090232180745e-01,-4.107790858255742916e-02,3.149206588938619489e-01,2.848105058225906538e-01,8.550800350970499952e-02,5.733769826517101098e-01,1.396353469870575958e-02,3.845067230894678723e-01,1.524746535261684244e+00,1.505435323276769211e-01,5.168171319785617168e-01,3.622729295791304871e-01,3.109737754036587254e-02,-8.598742797817979233e-02,-3.666653361604784722e-01,-2.752015797667034525e-02,-1.066186993108090286e-01,5.398058023870148242e-02,2.035888518808321723e-01,-1.149772840714517741e-01,-1.840066649315900138e-01
-8.089298348114895987e+01,-1.292702120263027510e+01,7.547075623003960398e-01,-5.190559792579549914e-01,-3.340477322698044704e-02,4.241507144253849337e-01,-9.819486031199270437e-02,3.583053664925607840e-01,2.556677244186233988e-01,2.049681295344243925e-01,7.404514411520566330e-01,-2.341711219552142509e-01,8.489603037193182988e-02,5.624284898015616818e-01,-5.934500241548157362e-02,1.837781927801279691e-01,2.599208554973542196e-01,2.713697558044710356e-01,2.305079041290926112e-01,6.052863082820856416e-02,7.419454368188357907e-02,-2.295194735742989156e-02,2.439165894650874300e-03,3.505929474691649173e-02,-1.387723753953533368e-01,-1.604485846752974343e-01
-8.046629503024499286e+01,-1.298098571762414899e+01,6.835711400414379302e-01,-3.987596677255983435e-01,2.311386646595060268e-01,6.677116172814032691e-01,7.997935307385969916e-02,4.633097462576291070e-01,2.389066111077308707e-01,9.038633529900674812e-02,6.434955721455430933e-01,-2.635812160920009140e-01,6.360955373887303144e-02,3.694387204470714892e-01,-1.131720863756147111e-01,-9.393682468562136734e-02,7.536451983082725903e-02,1.118806152969939738e-01,1.195750952877325524e-01,6.458867079388955212e-02,1.928115899239338238e-02,-1.031909221067842108e-02,-8.334115548690415598e-02,-4.200172928195616828e-02,1.166468518544224175e-01,1.504494646828169468e-01
-8.015410604025481689e+01,-1.315336537538150452e+01,5.668339129291533052e-01,-3.683269395963004733e-01,1.903564573670075144e-01,6.633009050008500385e-01,3.098248127578641375e-02,3.968676844773475487e-01,2.350295399972665567e-01,3.828581856061609445e-02,6.564479825881442965e-01,-8.774182463694157885e-04,3.857949597375657236e-01,1.297371541289820129e-01,-2.268092094005869086e-01,-5.703354008349353910e-02,3.535800213411854909e-02,-8.939228563035994668e-02,-9.726382984796810849e-02,-4.065883054822336251e-02,4.309960013160474279e-03,1.586172607364408349e-02,1.826382324474928875e-02,9.862177017832940429e-02,2.317006472039587761e-01,2.233319923479218372e-01
-8.020682072198702883e+01,-1.343460413642532281e+01,5.695040598744508520e-01,-3.280436634573612453e-01,5.235409339878612650e-02,4.731839575854670521e-01,-1.338308022587025858e-03,4.719296662839500556e-01,2.706300632550190377e-01,1.269139817885053256e-01,8.407391125022019018e-01,1.998200783159166660e-01,5.102735384347166780e-01,9.451714260793409039e-02,-1.288393096093223278e-01,7.685042912557615846e-02,1.944933421226252568e-02,-4.596384735079842715e-02,-4.168182049718793802e-02,-1.013204379950090883e-01,-8.407233120843557450e-02,-7.194586556030246882e-02,1.410269852955623598e-02,8.511067702689778525e-03,-1.354862428390314621e-02,6.516724942220847305e-02
-7.996507175503894871e+01,-1.341104399460014918e+01,7.205347711803056221e-01,-3.294282711717754220e-01,9.842876266541066010e-02,5.799372640064741624e-01,-1.716583947142317768e-01,2.287230220604763997e-01,9.113780887666161901e-02,6.649121561972856642e-02,6.734701179935238535e-01,-2.797466681417570822e-02,5.161294585819826697e-01,1.481499901806770936e-01,-6.655256408647769462e-02,1.077323473537020737e-01,3.423449967851771580e-02,5.968483929353433914e-02,1.091142866952244939e-01,-1.234528730676838632e-01,-1.028784689794720042e-01,-3.144245889782970593e-02,-2.591819359650904958e-02,-1.272457171677401355e-01,-1.666437619899870104e-01,-8.398480780839931437e-02
-7.991052074162567465e+01,-1.356770926459827820e+01,7.849687545818549994e-01,-2.595746641003258137e-01,1.717237719858548117e-01,6.914125309759160398e-01,-2.482440541579547522e-01,2.661727283250060472e-01,2.077451454593596258e-01,7.507759459548722647e-02,5.862476781667216308e-01,-1.334674456640573548e-01,3.423039228179180493e-01,3.203082358583486666e-02,-1.591625889220429357e-01,-3.011082776773299496e-02,7.260757582903340501e-02,4.995618810898323076e-02,2.933047467703375766e-02,3.420214691081597397e-02,5.765827480946925099e-02,1.085129633985855158e-01,-4.760626645733997270e-02,-1.709337545293626581e-01,-8.849992146041699148e-02,-6.297385963133422804e-02
-7.990101010786727898e+01,-1.372936917244423505e+01,6.603131156448396322e-01,-1.842131195137086119e-01,1.983411388833771216e-01,6.385982133605416777e-01,-1.032541008925998288e-01,3.440395716794149017e-01,3.081637356738326505e-01,-2.872131729495138244e-02,3.316026089347985373e-01,-2.049745097350096912e-01,3.901817393193142136e-01,5.705990658067605636e-02,-1.254509281259110764e-01,-1.315492945898373844e-01,9.641923542950434078e-02,4.450648117884847821e-02,-9.647687514735137082e-02,1.032673928213381775e-02,3.350470270460367828e-02,2.539575159113241498e-02,-6.337338612434781360e-02,-1.304346070879575936e-01,-1.081898807671242968e-02,4.721035818340552082e-02
-7.979640092846432253e+01,-1.381861112085010035e+01,5.218701654021802305e-01,-6.673619324131711827e-02,2.607367343435517681e-01,4.984587806812132982e-01,-2.275905755936871167e-01,3.331821337342134037e-01,2.585366486416244558e-01,-5.166917765320841460e-02,3.253784639908064436e-01,-1.551054218174822141e-01,4.367246391847290909e-01,8.712578189243203042e-02,-4.078586006043494194e-02,-4.048729971363118629e-02,4.685617789786045151e-03,-7.568132342068377427e-02,-1.432047580315474189e-01,2.378719219205575192e-02,1.105901958807999352e-01,-2.201695238522202724e-02,4.934571831184435264e-02,9.199516017605696705e-02,-1.521054429355017668e-02,-2.067861809959103958e-03
-7.972675854408241491e+01,-1.381094089256510493e+01,5.793385162175772596e-01,-1.748418839341365216e-01,4.697849204200957307e-02,3.521886972974468399e-01,-5.567971650848832499e-02,5.652199634410147722e-01,2.641298309033885960e-01,6.997011932873732631e-02,5.155929292869124714e-01,-2.353955983221100445e-01,3.860460156993960057e-01,1.267522111241063953e-01,3.724045994408164972e-02,6.407964978978253345e-02,-1.703852536692007369e-01,-2.082911776836628981e-01,-1.597600798656403920e-02,5.917085995084381961e-02,6.270298125251799748e-02,6.896774918903642027e-03,1.267269116854008448e-01,1.848157478136788490e-01,3.665874134370258886e-02,-3.150305253424107166e-03
-7.954289650621610974e+01,-1.374413020096193705e+01,6.500294649817452974e-01,-4.075067005797186059e-01,-1.558456210237740558e-01,4.665067647080852198e-01,-1.092488556919994774e-01,4.585880962392493987e-01,2.723301984794317399e-01,2.017846457175933028e-01,6.950099596181641415e-01,-8.178793913007703642e-02,4.304240286778808766e-01,5.901072844203575585e+00,4.615373357096351548e+00,6.373444703604088657e-01,-5.629735563354431038e-01,-2.656803668565095866e-01,-4.874259839507760206e-01,-4.313646616249837695e-01,-4.613569573144479241e-01,-5.083438996831073364e-01,-3.805002600422252024e-01,-4.196602511151772408e-01,-9.901634394709549203e-02,2.642452656311785053e-01
-6.792461285567526375e+01,-4.580194178372401836e+00,1.854027456938394991e+00,-1.300788996605022785e+00,-4.843822416710095724e-01,-6.226632706041052012e-01,-9.184090397584558918e-01,-3.574939511878810205e-01,-7.525579684628260768e-01,-6.910304007557130923e-01,-3.237275729434420102e-01,-4.334282862163010286e-01,9.145365469617530163e-01,7.831815480996318968e+00,5.812062416717679980e+00,1.169149484471974976e+00,-1.075830062769304041e-01,1.931695679468481697e-01,-4.098867954805187619e-01,-3.896085373806648100e-01,-5.729865353066299072e-01,-6.451965009057627487e-01,-3.696758338201808769e-01,-4.216167753912369309e-01,-1.784201087165661337e-01,5.250479472102348444e-02
-6.387926554422347181e+01,-2.120005367526577089e+00,2.988328433925695027e+00,-6.226727131335794141e-01,2.304935148699222835e-01,-3.532668262529523595e-01,-8.884659304533291113e-01,-6.873849743740104712e-01,-1.018062803332093758e+00,-5.375670219227685065e-01,-1.482235911643097481e-01,-4.386281565632093038e-01,5.354336181199278455e-01,3.369277980161456298e+00,1.834227096264362977e+00,6.153267787551268686e-01,1.720100792243486887e-01,2.665236997647492667e-01,1.111788448960632780e-01,6.336652224290917346e-03,-5.334336157405522583e-02,3.157848846757116412e-02,3.578666179557596361e-01,3.055980118765054820e-01,3.645595491563902169e-02,-1.593257161982187808e-01
-6.118605689535235115e+01,-9.117399858436758819e-01,3.084681014448648728e+00,-9.567688381563254074e-01,4.866515785848899572e-02,-4.003055808119786452e-01,-9.057357353098740571e-01,-4.641806743359914722e-01,-6.894009915276837486e-01,2.470283515580613126e-02,2.874684508095690094e-01,-3.605163763850229852e-01,5.958851145653154546e-01,1.818470430535040094e+00,7.533639019118633096e-01,-5.515664558188637656e-03,-2.285328821583108017e-01,-6.481184781728056843e-02,-2.233893710225795526e-02,-3.064528585201881095e-02,2.834521391389904776e-02,9.249490598647513995e-02,2.857924069392268618e-01,2.424882930978889406e-01,-2.503811515449261282e-02,1.072283038036242475e-02
